"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_fico_range_low","sec_app_fico_range_high","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"159430853","","19125","19125","19125"," 36 months"," 18.62%","697.38","D","D1","Administrative Assistant III","2 years","MORTGAGE","49732","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159430853","","debt_consolidation","Debt consolidation","897xx","NV","38.95","0","Apr-2004","695","699","1","48","","17","0","18007","42.7%","30","w","17904.38","17904.38","2072.36","2072.36","1220.62","851.74","0.0","0.0","0.0","Dec-2019","697.38","Jan-2020","Nov-2019","709","705","0","48","1","Individual","","","","0","123","74233","2","3","1","2","9","56226","61","4","4","8892","47","42200","0","6","4","6","4367","11560","59","0","0","117","185","4","4","0","5","48","5","48","1","5","9","6","8","10","14","20","9","17","0","0","0","5","96.7","33.3","0","0","105728","74233","28200","63528","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159274260","","35000","35000","35000"," 60 months"," 20.55%","938.03","D","D2","General Manager","8 years","MORTGAGE","120000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159274260","","debt_consolidation","Debt consolidation","600xx","IL","36.19","0","Jun-2006","700","704","1","","","12","0","36723","77%","23","w","33966.54","33966.54","2774.13","2774.13","1033.46","1740.67","0.0","0.0","0.0","Dec-2019","938.03","Jan-2020","Nov-2019","814","810","0","","1","Individual","","","","0","0","266568","0","3","0","2","13","99642","12","0","0","9025","51","47700","2","1","3","2","22214","2955","91.3","0","0","147","159","31","13","3","62","","0","","0","5","7","5","7","8","8","12","7","12","0","0","0","0","100","80","0","0","329340","136365","33900","143769","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159580757","","40000","40000","40000"," 36 months","  6.46%","1225.24","A","A1","Financial Sales","10+ years","MORTGAGE","289000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159580757","","debt_consolidation","Debt consolidation","460xx","IN","11.57","0","Dec-1998","715","719","0","","","11","0","109490","68.4%","25","w","36955.58","36955.58","3661.36","3661.36","3044.42","616.94","0.0","0.0","0.0","Dec-2019","1225.24","Jan-2020","Nov-2019","734","730","0","","1","Individual","","","","0","0","902535","0","0","0","0","86","0","","0","1","46547","68","106600","0","0","0","2","82049","0","83.1","0","0","194","249","21","12","3","51","","13","","0","6","8","6","9","8","9","14","8","11","0","0","0","1","100","66.7","0","0","946820","109490","53400","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159359206","","17875","17875","17875"," 60 months"," 11.02%","388.83","B","B2","","n/a","OWN","72500","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159359206","","debt_consolidation","Debt consolidation","341xx","FL","8.94","0","Nov-2004","760","764","1","48","","20","0","3905","3.9%","45","w","17456.71","17456.71","766.72","766.72","418.29","348.43","0.0","0.0","0.0","Dec-2019","388.83","Jan-2020","Nov-2019","764","760","0","","1","Individual","","","","0","0","16031","2","1","1","1","12","12126","87","2","4","1388","14","100800","1","0","2","5","802","70867","2.5","0","0","46","178","3","3","0","3","","3","48","0","4","8","10","19","2","19","43","8","20","0","0","0","3","97.7","0","0","0","114800","16031","72700","14000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159549912","","12000","12000","12000"," 36 months","  6.46%","367.57","A","A1","Letter carrier","6 years","RENT","65000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159549912","","credit_card","Credit card refinancing","925xx","CA","13.81","0","Oct-2012","690","694","1","29","","11","0","11523","38.5%","17","w","11086.19","11086.19","1098.4","1098.40","913.81","184.59","0.0","0.0","0.0","Dec-2019","367.57","Jan-2020","Nov-2019","714","710","0","29","1","Individual","","","","0","0","294637","1","2","1","1","9","19188","83","1","3","5174","58","29900","1","0","2","5","26785","1366","87.5","0","0","83","70","4","4","1","4","","4","","1","4","5","4","4","6","8","10","5","11","0","0","0","2","94.1","75","0","0","324050","30711","10900","23150","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158937276","","10000","10000","10000"," 60 months"," 13.08%","227.95","B","B5","","n/a","MORTGAGE","36000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158937276","","credit_card","Credit card refinancing","469xx","IN","17.72","0","Nov-2007","715","719","2","","","9","0","10423","39.5%","25","w","9760.80","9760.80","448.63","448.63","239.20","209.43","0.0","0.0","0.0","Dec-2019","227.95","Jan-2020","Nov-2019","739","735","0","","1","Joint App","72000","8.86","","0","0","89952","4","2","4","5","2","25222","84","0","2","4485","63","26400","1","6","2","7","9995","1515","74.8","0","0","134","142","18","2","4","115","","6","","0","1","4","1","2","14","6","7","4","9","0","0","0","4","100","0","0","0","112400","35645","6000","30000","35645","695","699","Nov-2007","1","2","4","46.7","1","5","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"158811251","","31575","31575","31575"," 60 months"," 11.02%","686.84","B","B2","Police Officer","4 years","RENT","101000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158811251","","debt_consolidation","Debt consolidation","070xx","NJ","16.15","0","Feb-2006","790","794","0","","","8","0","10011","24%","27","w","30373.40","30373.40","2041.19","2041.19","1201.60","839.59","0.0","0.0","0.0","Dec-2019","686.84","Jan-2020","Nov-2019","804","800","0","","1","Individual","","","","0","0","64597","0","3","0","0","27","54586","73","1","1","7511","56","41700","0","0","0","1","8075","26189","22.3","0","0","158","163","9","9","0","46","","","","0","1","2","4","6","15","5","12","2","8","0","0","0","1","100","0","0","0","116356","64597","33700","74656","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159507230","","9000","9000","9000"," 36 months","  7.02%","277.98","A","A2","","n/a","RENT","35000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159507230","","debt_consolidation","Debt consolidation","984xx","WA","28.36","0","Feb-2010","665","669","1","36","","13","0","10536","63.9%","19","w","8320.05","8320.05","830.43","830.43","679.95","150.48","0.0","0.0","0.0","Dec-2019","277.98","Jan-2020","Nov-2019","704","700","0","","1","Individual","","","","0","240","33894","0","2","0","1","19","23358","68","0","0","2216","67","16500","0","3","1","1","2607","1359","84.4","0","0","115","54","27","19","0","27","","5","","0","6","9","6","6","8","11","11","9","13","0","0","0","0","89.5","83.3","0","0","50909","33894","8700","34409","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159504087","","28000","28000","28000"," 60 months","  8.81%","578.66","A","A5","Program Analyst","7 years","MORTGAGE","67000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159504087","","credit_card","Credit card refinancing","850xx","AZ","18.77","0","Oct-2005","690","694","0","63","","12","0","28641","82.3%","33","w","26872.48","26872.48","1722.28","1722.28","1127.52","594.76","0.0","0.0","0.0","Dec-2019","578.66","Jan-2020","Nov-2019","754","750","0","","1","Individual","","","","0","0","264902","0","6","0","0","38","119040","69","0","1","19084","76","34800","0","1","4","2","22075","2715","91","0","0","153","167","16","9","2","48","","12","63","0","2","3","2","6","16","5","15","3","12","0","0","0","1","97","100","0","0","276047","147681","30000","122907","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159311093","","1925","1925","1925"," 36 months"," 11.71%","63.68","B","B3","","< 1 year","RENT","42000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159311093","","small_business","Business","658xx","MO","9.83","1","Nov-1995","675","679","1","23","","3","0","1020","14.4%","19","w","1789.00","1789.00","189.79","189.79","136.00","53.79","0.0","0.0","0.0","Dec-2019","63.68","Jan-2020","Nov-2019","634","630","0","26","1","Individual","","","","0","0","1706","2","1","0","0","34","686","4","2","2","1020","7","7100","0","0","1","2","569","6080","14.4","0","0","90","286","2","2","4","2","32","6","26","1","1","1","2","5","4","2","11","1","3","0","0","0","2","52.6","0","0","0","25993","1706","7100","18893","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159491321","","40000","40000","40000"," 60 months"," 10.33%","856.4","B","B1","Vice President Sr. Lead Tech Vendor Anal","< 1 year","MORTGAGE","135000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159491321","","debt_consolidation","Debt consolidation","681xx","NE","27.25","0","Jul-1994","715","719","0","","","10","0","75171","66.5%","35","w","38994.61","38994.61","1689.84","1689.84","1005.39","684.45","0.0","0.0","0.0","Dec-2019","856.4","Jan-2020","Nov-2019","784","780","0","","1","Individual","","","","0","0","311068","0","2","1","1","12","21057","53","0","0","34521","61","97100","0","5","2","1","31107","3739","94","0","0","162","302","31","12","4","31","","11","","0","3","6","4","12","7","7","24","6","10","0","0","0","1","100","75","0","0","362945","96228","73500","39445","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158899381","","17000","17000","17000"," 36 months"," 13.08%","573.46","B","B5","Table Games Shift Manager/MOD","7 years","MORTGAGE","100000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158899381","","credit_card","Credit card refinancing","852xx","AZ","27.01","0","Jun-2007","695","699","0","","","15","0","15633","48%","27","w","16219.45","16219.45","1134.57","1134.57","780.55","354.02","0.0","0.0","0.0","Dec-2019","573.46","Jan-2020","Nov-2019","739","735","0","","1","Individual","","","","0","392","236576","0","4","1","3","12","73228","79","0","0","4044","69","37600","5","0","1","5","15772","21334","47","0","0","147","130","26","12","3","26","","12","","0","4","5","9","11","11","10","13","5","15","0","0","0","1","100","33.3","0","0","300930","88861","35800","101480","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159534804","","3000","3000","3000"," 36 months"," 10.33%","97.27","B","B1","Manager","10+ years","MORTGAGE","67000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159534804","","other","Other","072xx","NJ","9.83","0","Apr-2008","715","719","0","","","9","0","8274","39.2%","15","w","2783.81","2783.81","290.09","290.09","216.19","73.90","0.0","0.0","0.0","Dec-2019","97.27","Jan-2020","Nov-2019","709","705","0","","1","Individual","","","","0","0","187628","0","1","0","0","41","5847","42","1","3","1542","40","19000","1","0","0","3","20848","1502","61.7","0","0","137","109","9","9","2","39","","18","","0","3","5","4","4","5","7","7","5","9","0","0","0","1","100","50","0","0","212649","14121","5000","14049","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158907335","","10000","10000","10000"," 36 months","  8.81%","317.12","A","A5","Classroom Teacher ","10+ years","MORTGAGE","95000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158907335","","credit_card","Credit card refinancing","233xx","VA","6.61","3","May-1984","710","714","0","19","","6","0","3780","71.3%","16","w","9261.07","9261.07","949.35","949.35","738.93","210.42","0.0","0.0","0.0","Dec-2019","317.12","Jan-2020","Nov-2019","734","730","0","","1","Individual","","","","0","0","85799","1","1","1","1","5","15234","95","0","1","2569","89","5300","0","4","1","2","14300","743","81.4","0","0","108","424","23","5","4","191","19","5","19","0","2","4","2","3","4","4","8","4","6","0","0","0","1","46.7","50","0","0","179316","19014","4000","16016","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159425211","","20000","20000","20000"," 36 months","  6.46%","612.62","A","A1","Payroll / HR manager","8 years","MORTGAGE","114000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159425211","","debt_consolidation","Debt consolidation","087xx","NJ","24.52","0","Jul-2008","745","749","0","","106","19","1","8758","19.8%","25","w","18476.97","18476.97","1830.68","1830.68","1523.03","307.65","0.0","0.0","0.0","Dec-2019","612.62","Jan-2020","Nov-2019","759","755","0","","1","Individual","","","","0","0","445608","0","11","0","7","13","190853","90","0","2","6453","78","44300","1","0","0","9","23453","28142","23.7","0","0","134","123","23","13","1","24","","15","","0","3","3","4","5","15","7","9","3","19","0","0","0","0","100","25","1","0","515512","199611","36900","211190","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159276765","","10625","10625","10625"," 36 months"," 20.55%","397.85","D","D2","Human Resources Generalist","1 year","RENT","44700","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159276765","","credit_card","Credit card refinancing","930xx","CA","29.61","0","Jul-2015","695","699","0","","","13","0","13966","41.7%","14","w","9966.15","9966.15","1181.42","1181.42","658.85","522.57","0.0","0.0","0.0","Dec-2019","397.85","Jan-2020","Nov-2019","684","680","0","","1","Individual","","","","0","0","26359","1","4","1","1","2","12393","47","0","3","6151","43","33500","0","0","0","4","2028","13534","50.8","0","0","50","48","20","2","0","20","","","","0","6","6","7","8","4","8","9","6","13","0","0","0","1","100","28.6","0","0","60902","26359","27500","26412","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159603440","","2500","2500","2500"," 36 months"," 20.55%","93.62","D","D2","Teacher","10+ years","RENT","58000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159603440","","car","Car financing","273xx","NC","12.56","0","May-2003","685","689","0","","","17","0","16731","41.3%","45","w","492.03","492.03","2084.39","2084.39","2007.97","76.42","0.0","0.0","0.0","Dec-2019","1393.62","Jan-2020","Nov-2019","684","680","0","","1","Individual","","","","0","0","92261","1","8","1","1","10","75530","143","1","1","7558","99","40500","1","0","1","2","5427","7126","59.3","0","0","192","196","1","1","0","29","","10","","0","2","8","2","6","30","9","15","8","17","0","0","0","2","100","0","0","0","93193","92261","17500","52693","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159275346","","7425","7425","7425"," 36 months"," 12.40%","248.04","B","B4","Machine","1 year","MORTGAGE","30000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159275346","","debt_consolidation","Debt consolidation","380xx","TN","22.28","0","Feb-2005","695","699","0","","","6","0","5476","75%","38","w","6905.73","6905.73","739.0","739.00","519.27","219.73","0.0","0.0","0.0","Dec-2019","248.04","Jan-2020","Nov-2019","714","710","0","","1","Individual","","","","0","0","8985","0","2","3","6","7","3509","68","0","2","3079","72","7300","0","0","0","8","1498","1331","78.9","0","0","123","175","22","7","0","134","","23","","0","3","4","3","3","32","4","6","4","6","0","0","0","3","100","66.7","0","0","12437","8985","6300","5137","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159596891","","12000","12000","12000"," 36 months","  8.19%","377.09","A","A4","Sr. Directory of Online Technology","4 years","RENT","160000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159596891","","car","Car financing","328xx","FL","14.83","0","Apr-2011","735","739","1","","","9","0","7917","40.8%","15","w","11108.37","11108.37","1125.81","1125.81","891.63","234.18","0.0","0.0","0.0","Dec-2019","377.09","Jan-2020","Nov-2019","729","725","0","","1","Individual","","","","0","0","69966","0","3","1","3","10","62049","73","0","2","3828","60","19400","0","0","1","5","7774","11483","40.8","0","0","83","101","20","10","0","20","","1","","0","4","4","6","9","6","6","9","4","9","0","0","0","1","100","16.7","0","0","106233","69966","19400","86833","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159612165","","2000","2000","2000"," 36 months"," 11.02%","65.5","B","B2","Community Corrections Specialist","6 years","MORTGAGE","49462","Not Verified","Sep-2019","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159612165","","credit_card","Credit card refinancing","801xx","CO","19.63","0","Oct-2009","765","769","0","","","3","0","1517","30.3%","14","w","0.00","0.00","2044.4224634407","2044.42","2000.00","44.42","0.0","0.0","0.0","Dec-2019","1945.64","","Dec-2019","769","765","0","","1","Individual","","","","0","0","33757","0","2","0","3","16","32240","67","0","0","1517","64","5000","0","1","0","3","11252","3483","30.3","0","0","119","104","71","16","0","104","","","","0","1","1","1","1","11","1","3","1","3","0","0","0","0","100","0","0","0","53168","33757","5000","48168","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159584340","","5000","5000","5000"," 36 months"," 12.40%","167.03","B","B4","Office Manager","4 years","RENT","38000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159584340","","debt_consolidation","Debt consolidation","925xx","CA","25.81","0","Apr-2016","715","719","2","","","8","0","4980","35.3%","9","w","4623.95","4623.95","497.65","497.65","376.05","121.60","0.0","0.0","0.0","Dec-2019","167.03","Jan-2020","Dec-2019","709","705","0","","1","Individual","","","","0","0","24965","1","2","1","3","4","19985","67","2","3","1151","57","14100","3","0","3","6","3121","9120","35.3","0","0","24","41","9","4","0","9","","4","","0","6","6","6","6","3","6","6","6","8","0","0","0","3","100","0","0","0","44119","24965","14100","30019","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158924925","","25000","25000","25000"," 36 months"," 10.33%","810.56","B","B1","genrale sup.","1 year","MORTGAGE","170000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158924925","","home_improvement","Home improvement","769xx","TX","19.84","1","Mar-1990","760","764","1","6","","11","0","2391","3.2%","25","w","23198.53","23198.53","2417.33","2417.33","1801.47","615.86","0.0","0.0","0.0","Dec-2019","810.56","Jan-2020","Nov-2019","749","745","0","","1","Individual","","","","0","0","195584","0","5","3","4","10","81688","55","1","1","2122","28","75900","3","1","7","5","17780","73509","3.2","0","0","163","354","11","10","3","11","","0","","0","2","2","5","6","15","5","7","2","11","0","0","0","4","92","0","0","0","324045","84079","75900","130383","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159494516","","34475","34475","34475"," 60 months"," 14.30%","807.55","C","C1","Deportation officer","10+ years","MORTGAGE","120000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159494516","","major_purchase","Major purchase","919xx","CA","9.29","0","Mar-2005","695","699","1","","","7","0","30217","52.6%","23","w","33270.59","33270.59","2395.26","2395.26","1204.41","1190.85","0.0","0.0","0.0","Dec-2019","807.55","Jan-2020","Nov-2019","724","720","0","","1","Individual","","","","0","0","643077","1","0","1","2","12","0","","0","1","10439","53","57400","2","2","4","4","91868","17899","56.1","0","0","110","174","24","5","4","30","","1","","0","3","4","4","7","7","6","12","4","7","0","0","0","2","100","50","0","0","677400","30217","40800","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158318024","","25600","25600","25600"," 60 months"," 15.24%","612.26","C","C2","Correctional officer","10+ years","MORTGAGE","48000","Verified","Sep-2019","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158318024","","major_purchase","Major purchase","531xx","WI","26.23","0","Feb-2007","685","689","0","80","79","11","1","4830","17.4%","27","w","0.00","0.00","25625.5807733332","25625.58","25600.00","25.58","0.0","0.0","0.0","Oct-2019","25647.25","","Nov-2019","684","680","0","80","1","Joint App","98000","13.95","Verified","0","0","28116","0","2","0","2","14","23286","66","0","2","3722","45","27800","2","6","0","4","3124","13770","26","0","0","134","151","14","14","1","14","","13","","1","3","3","4","10","10","9","16","3","9","0","0","0","0","96.2","0","1","0","62942","28116","18600","35142","13409","650","654","Feb-2009","0","1","5","14.2","2","9","0","1","47","N","","","","","","","","","","","","","","","N","","","","","",""
"158924997","","25000","25000","25000"," 36 months"," 14.30%","858.09","C","C1","Sr Consultant","10+ years","RENT","162000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158924997","","debt_consolidation","Debt consolidation","985xx","WA","11.59","0","May-1999","690","694","1","60","","9","0","22907","73.9%","13","w","23299.37","23299.37","2554.41","2554.41","1700.63","853.78","0.0","0.0","0.0","Dec-2019","858.09","Jan-2020","Nov-2019","689","685","0","60","1","Individual","","","","0","0","44621","0","2","0","2","15","20566","69","1","1","15899","70","31000","1","0","2","4","4958","8093","73.9","0","0","29","56","12","8","0","12","","1","","1","6","6","6","8","3","6","8","6","9","0","0","0","2","92.3","33.3","0","0","63522","44621","31000","30000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159419408","","17000","17000","17000"," 36 months"," 10.33%","551.18","B","B1","Physical therapist assistant","2 years","MORTGAGE","72000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159419408","","debt_consolidation","Debt consolidation","199xx","DE","18.42","2","Jul-2010","695","699","0","12","","11","0","7087","33.4%","22","w","15775.00","15775.00","1643.78","1643.78","1225.00","418.78","0.0","0.0","0.0","Dec-2019","551.18","Jan-2020","Nov-2019","714","710","0","","1","Individual","","","","0","1106","197775","0","2","0","0","25","12439","36","1","2","2932","34","21200","2","1","3","3","17980","11917","33.4","0","0","77","110","8","8","3","21","12","2","12","0","3","4","5","9","3","8","16","4","11","0","0","0","2","86.4","0","0","0","249507","19526","17900","48622","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159598860","","5600","5600","5600"," 36 months"," 11.71%","185.23","B","B3","Manager - Accounting/Compliance ","10+ years","MORTGAGE","140000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159598860","","credit_card","Credit card refinancing","113xx","NY","15.49","4","Dec-1995","665","669","1","21","","11","0","15044","97.1%","22","w","5204.41","5204.41","552.05","552.05","395.59","156.46","0.0","0.0","0.0","Dec-2019","185.23","Jan-2020","Nov-2019","684","680","0","34","1","Individual","","","","0","0","574748","1","4","3","4","6","19889","64","0","0","5100","75","15500","4","0","4","4","52250","273","97.2","0","0","136","285","46","6","3","46","21","6","21","1","3","5","3","6","8","6","11","5","11","0","0","0","3","68.2","100","0","0","690400","34933","9600","30900","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159505744","","40000","40000","40000"," 60 months"," 10.33%","856.4","B","B1","Physician","3 years","MORTGAGE","235000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159505744","","credit_card","Credit card refinancing","176xx","PA","20.96","0","Aug-2005","675","679","0","","","9","0","47843","65.3%","23","w","38450.54","38450.54","2546.24","2546.24","1549.46","996.78","0.0","0.0","0.0","Dec-2019","856.4","Jan-2020","Nov-2019","729","725","0","","1","Individual","","","","0","0","937059","0","3","0","2","14","335235","71","1","1","18845","67","73300","0","0","1","3","104118","25457","65.3","0","0","169","150","7","7","2","7","","7","","0","5","5","5","6","14","5","7","5","9","0","0","0","1","100","60","0","0","940816","383078","73300","292516","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159468629","","10000","10000","10000"," 60 months","  8.19%","203.68","A","A4","Medical biller ","2 years","OWN","42000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159468629","","credit_card","Credit card refinancing","131xx","NY","22.46","0","May-2006","740","744","0","","","7","0","9163","36.5%","13","w","9590.93","9590.93","606.49","606.49","409.07","197.42","0.0","0.0","0.0","Dec-2019","203.68","Jan-2020","Nov-2019","784","780","0","","1","Individual","","","","0","0","177265","0","2","0","2","19","20035","65","0","2","4961","52","25100","0","2","0","6","25324","14137","39.3","0","0","131","62","18","13","4","18","","15","","0","3","3","3","3","5","4","4","3","7","0","0","0","0","100","33.3","0","0","206105","29198","23300","30655","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159592087","","12750","12750","12750"," 60 months"," 23.05%","359.8","D","D3","Salesman","3 years","MORTGAGE","88000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159592087","","debt_consolidation","Debt consolidation","319xx","GA","20.56","0","Dec-2006","700","704","0","61","","7","0","6709","49.3%","24","w","12398.66","12398.66","1063.07","1063.07","351.34","711.73","0.0","0.0","0.0","Dec-2019","359.8","Jan-2020","Nov-2019","739","735","0","61","1","Individual","","","","0","0","276877","0","3","0","1","16","75154","78","0","0","3642","74","13600","1","0","1","3","39554","6891","49.3","0","0","153","130","34","7","5","34","","8","","6","2","2","3","4","13","3","6","2","7","0","0","0","2","75","66.7","0","0","306525","81863","13600","96548","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159066387","","20000","20000","20000"," 36 months"," 10.33%","648.45","B","B1","Small Engine Mechanic","3 years","MORTGAGE","62000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159066387","","debt_consolidation","Debt consolidation","495xx","MI","13.53","0","Oct-2014","715","719","0","","","9","0","10833","31%","14","w","19066.49","19066.49","1285.42","1285.42","933.51","351.91","0.0","0.0","0.0","Dec-2019","648.45","Jan-2020","Nov-2019","739","735","0","","1","Individual","","","","0","0","176035","0","1","1","1","9","10399","80","0","3","215","44","35000","1","2","2","5","19559","9667","3.3","0","0","31","59","13","9","3","13","","1","","0","2","5","3","3","2","7","9","5","9","0","0","0","1","100","0","0","0","205500","21232","10000","13000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
